Date,Y_2330,X_TSM
2011-01-05,-0.019662754306740967,0.003177188188453219
2011-01-06,0.0171916845902066,-0.021377674222371166
2011-01-07,0.02112688200404131,0.041262200041487826
2011-01-10,0.02344828386600292,0.015540116204109982
2011-01-11,0.004043149412837968,0.011476583743369777
2011-01-12,0.005369133444696463,0.015128589518691461
2011-01-13,-0.004005434867144171,0.006706341992829085
2011-01-14,0.002681004496417832,-0.010362702511989614
2011-01-18,0.02673807087074926,0.02318649948224448
2011-01-19,0.015624805769716572,-0.00950311082130319
2011-01-20,-0.020512500296479375,-0.0014760440597077894
2011-01-21,-0.023560478139447408,-0.019955556294042155
2011-01-24,0.009383551888112292,0.00075416273001055
2011-01-25,-0.003984228977234389,0.013564194938221495
2011-01-26,-0.0053333396619142616,-0.017100216257433104
2011-01-27,0.008042868886653976,0.0015126868715906595
2011-01-28,0.014627910514593376,0.005287114867171738
2011-02-08,-0.010484867417016742,-0.015026293525323071
2011-02-09,-0.022516701819618918,0.02364613406597265
2011-02-10,-0.024390379377154638,-0.02459015330904206
2011-02-11,-0.008333230953353385,-0.01909862059384195
2011-02-14,0.015406122683929654,0.007788004365959812
2011-02-15,0.0,-0.0038638583277455286
2011-02-16,-0.005517024452177282,-0.0054306745753051775
2011-02-17,0.005547630867323962,0.005460327838872574
2011-02-18,0.006896615345151412,0.013964487949915417
2011-02-22,-0.006849377820966594,-0.019892868017648786
2011-02-23,-0.020689771639914277,-0.031225699184474556
2011-02-24,-0.007042091421918431,-0.010475415225825764
2011-02-25,0.0,-0.0130293564261166
2011-03-01,0.01276595223788607,0.014026350167868377
2011-03-02,-0.0140056553528386,-0.008950217843075895
2011-03-03,0.005681901326208573,0.002462883163072815
2011-03-04,0.014124194576719446,0.004094976179675683
2011-03-07,-0.01253481475649878,0.012235045512766987
2011-03-08,0.00846259519383079,-0.016921957310097716
2011-03-09,-0.0013985087652530733,0.012295327413616811
2011-03-10,-0.012605036938373998,0.01376523693373033
2011-03-11,-0.0070923401991391235,-0.03274792721514252
2011-03-14,0.004285815884980297,0.008257692973253468
2011-03-15,-0.032716983659614965,-0.004094756986003717
2011-03-16,0.007353009413949238,-0.020559505464351282
2011-03-17,-0.016058353123926925,-0.04030217417317544
2011-03-18,0.013353190171505304,0.015747993699912744
2011-03-21,0.010248616083831149,0.01205858012581864
2011-03-22,-0.005797030757094093,0.016170193380862355
2011-03-23,0.0014578653178385413,-0.010050339677384936
2011-03-24,0.010189259156962891,0.018612667695319853
2011-03-25,0.025936510058351184,0.019933617959050662
2011-03-28,-0.002809105586750585,-0.0032575025646580423
2011-03-29,-0.002816715021110169,-0.005718959339631295
2011-03-30,-0.00706221156116227,-0.009038250653502314
2011-03-31,0.004267449330320956,0.004145574567802686
2011-04-01,0.0014163366668698844,0.005780572934427537
2011-04-06,0.03111762556758533,0.002462883163072815
2011-04-07,-0.0013718729350600692,0.045864193519078784
2011-04-08,0.001373757555870302,-0.003915294746884363
2011-04-11,-0.024691567198726765,-0.0055033581194152545
2011-04-12,-0.014064600622874865,-0.011067096420804182
2011-04-13,0.008559095111905706,-0.022382216342277262
2011-04-14,-0.01272961176740115,0.002452923895568773
2011-04-15,-0.008596190024914454,0.004078384887545618
2011-04-18,-0.0028902937044099856,-0.008123529744278775
2011-04-19,-0.013043319203461709,-0.02129400765051673
2011-04-20,0.02496345605888089,0.000836948745119992
2011-04-21,0.012893744124332107,0.040969815936862206
2011-04-25,-0.005657639136459342,0.008835302084117072
2011-04-26,0.0,-0.02229290507112743
2011-04-27,0.028449457605586592,0.022801210287575157
2011-04-28,0.009681985678780805,0.058121005111816115
2011-04-29,0.0027396181336284044,0.009029324006972216
2011-05-03,0.01912566876619715,0.006711343762601544
2011-05-04,-0.010723728780472286,-0.002962824042152392
2011-05-05,0.013550040233316695,-0.0014860130648256423
2011-05-06,0.0026737638222881577,0.008184687605758583
2011-05-09,0.006666944261239218,0.014760045563206703
2011-05-10,-0.014569853312031054,-0.0058181032527928975
2011-05-11,0.008064562315783995,0.005852151675491915
2011-05-12,0.009333362387273052,-0.018181888961447838
2011-05-13,0.002641904108977066,0.02370388095256032
2011-05-16,-0.01317506952798288,-0.01664239324187573
2011-05-17,0.00934575064709715,-0.008830195969576215
2011-05-18,-0.003968133644463815,-0.005939043293660566
2011-05-19,-0.0013282195840723671,0.010455470930924575
2011-05-20,0.003989671395243135,-0.005912903945575648
2011-05-23,-0.00529830382838082,-0.0029739376761519073
2011-05-24,-0.003994624708886877,-0.021625684942750256
2011-05-25,-0.004010645733432237,0.0022866310771308333
2011-05-26,-0.00402686818310786,0.0015210446453621368
2011-05-27,-0.0026954571722450998,0.012907973849355592
2011-05-31,0.03648640148387338,-0.005996820273848874
2011-06-01,0.003911365357008693,0.03016570185372856
2011-06-02,-0.007791902129276634,0.0014644519928361465
2011-06-03,0.010471002005120038,0.0014617235895658584
2011-06-07,0.0038859623070040174,-0.004379551634402918
2011-06-08,0.0,0.017595364020041658
2011-06-09,-0.0077417705193039,-0.011527413640808159
2011-06-10,-0.020806262667949178,-0.011661649477135504
2011-06-13,-0.007968243066977423,-0.0376106709951498
2011-06-14,0.020080289967523136,-0.0045979972256152335
2011-06-15,0.010498629142531378,0.026174299738586655
2011-06-16,-0.019480210633599455,-0.0157541496541821
2011-06-17,-0.017218755188287138,-0.009146218322831225
2011-06-20,0.009433991066268804,-0.021538271818182474
2011-06-21,0.013350969479136481,0.014150590570544179
2011-06-22,-0.011857633638127031,0.028682433578420364
2011-06-23,-0.010666607408136153,-0.02637540053295148
2011-06-24,-0.01752007181876665,-0.006191970024828782
2011-06-27,-0.012345894580347235,-0.034268073809441676
2011-06-28,0.006944508952155389,0.010483973489408
2011-06-29,0.02733091270085122,0.023144381545241396
2011-06-30,0.011204617497278413,0.003983635404460494
2011-07-01,0.008310223518529818,0.021052345940959984
2011-07-05,0.0054942518384131145,0.023790819671663757
2011-07-06,-0.005464229982784688,-0.014717301011597501
2011-07-07,-0.01648360779970974,-0.014937034384836328
2011-07-08,0.012569794883200988,0.01835591457086221
2011-07-11,-0.016551675346851397,-0.010971685418042115
2011-07-12,-0.014025324265598545,-0.019809967566208054
2011-07-13,0.02702721785804279,-0.010509207402625698
2011-07-14,-0.020775702024182018,0.016339672503705147
2011-07-15,-0.011315334295719133,-0.02331157443260526
2011-07-18,-0.002861394037326165,0.005761104035298559
2011-07-19,-0.017216592093382232,-0.006546629539153216
2011-07-20,0.04525546475557979,0.00658977032421395
2011-07-21,0.0,0.020458414323422307
2011-07-22,0.005586695860401568,0.008018994593802025
2011-07-25,0.0,0.03261746152459295
2011-07-26,0.023610990325874538,-0.017719440380413117
2011-07-27,-0.0040704039072061,0.011764387177131174
2011-07-28,-0.005449691666909108,-0.026356308134121213
2011-07-29,-0.01369856512943385,-0.019904601443337902
2011-08-01,0.008333379413250176,0.004061768165150132
2011-08-02,-0.016529087482015332,0.013754104057231634
2011-08-03,-0.018207277132029246,-0.02713488815544614
2011-08-04,-0.001426578452521218,-0.0024609882694367146
2011-08-05,-0.04857148323128068,-0.04769743736868931
2011-08-08,-0.021021141787413867,-0.0017269730459147524
2011-08-09,-0.029140839141717813,-0.05363344494310012
2011-08-10,0.03949465091515861,0.05118841890146602
2011-08-11,0.009118276156335307,-0.03739128541545594
2011-08-12,-0.01957830774117372,0.040650584731730936
2011-08-15,0.02611393870694266,-0.00520857076332295
2011-08-16,-0.011976267599136305,0.018324718785391315
2011-08-17,-0.0030300850990288967,-0.012853342874784734
2011-08-18,-0.02127671110594233,-0.0008681508565090082
2011-08-19,-0.007763897735028698,-0.03996539996970155
2011-08-22,0.017214208312457034,-0.009954800765707426
2011-08-23,0.027692543639640087,0.027422388227169508
2011-08-24,0.01047890518619154,0.05338094349780948
